,filename,original filename,scanid,digit,database name original,contributing team,database name,included
44,a00044.png,Scan_198_digit_1_num_2.png,198,1,BHDDB,Buet_Broncos,training-a,True
45,a00045.png,Scan_84_digit_1_num_8.png,84,1,BHDDB,Buet_Broncos,training-a,False
46,a00046.png,Scan_224_digit_4_num_8.png,224,4,BHDDB,Buet_Broncos,training-a,True
47,a00047.png,Scan_247_digit_7_num_8.png,247,7,BHDDB,Buet_Broncos,training-a,False
48,a00048.png,Scan_148_digit_5_num_6.png,148,5,BHDDB,Buet_Broncos,training-a,False
49,a00049.png,Scan_42_digit_1_num_5.png,42,1,BHDDB,Buet_Broncos,training-a,False
50,a00050.png,Scan_243_digit_1_num_7.png,243,1,BHDDB,Buet_Broncos,training-a,True
51,a00051.png,Scan_111_digit_0_num_5.png,111,0,BHDDB,Buet_Broncos,training-a,False
52,a00052.png,Scan_191_digit_3_num_1.png,191,3,BHDDB,Buet_Broncos,training-a,True
53,a00053.png,Scan_106_digit_7_num_3.png,106,7,BHDDB,Buet_Broncos,training-a,True
54,a00054.png,Scan_154_digit_9_num_5.png,154,9,BHDDB,Buet_Broncos,training-a,True
55,a00055.png,Scan_120_digit_6_num_1.png,120,6,BHDDB,Buet_Broncos,training-a,False
56,a00056.png,Scan_200_digit_6_num_0.png,200,6,BHDDB,Buet_Broncos,training-a,True
57,a00057.png,Scan_224_digit_9_num_7.png,224,9,BHDDB,Buet_Broncos,training-a,True
58,a00058.png,Scan_144_digit_3_num_0.png,144,3,BHDDB,Buet_Broncos,training-a,True
59,a00059.png,Scan_52_digit_2_num_3.png,52,2,BHDDB,Buet_Broncos,training-a,True
60,a00060.png,Scan_213_digit_3_num_4.png,213,3,BHDDB,Buet_Broncos,training-a,False
61,a00061.png,Scan_50_digit_7_num_3.png,50,7,BHDDB,Buet_Broncos,training-a,True
62,a00062.png,Scan_118_digit_5_num_3.png,118,5,BHDDB,Buet_Broncos,training-a,False
63,a00063.png,Scan_142_digit_7_num_1.png,142,7,BHDDB,Buet_Broncos,training-a,True
64,a00064.png,Scan_29_digit_2_num_0.png,29,2,BHDDB,Buet_Broncos,training-a,True
65,a00065.png,Scan_0_digit_5_num_8.png,0,5,BHDDB,Buet_Broncos,training-a,True
66,a00066.png,Scan_98_digit_5_num_4.png,98,5,BHDDB,Buet_Broncos,training-a,False
67,a00067.png,Scan_120_digit_1_num_1.png,120,1,BHDDB,Buet_Broncos,training-a,False
68,a00068.png,Scan_226_digit_1_num_2.png,226,1,BHDDB,Buet_Broncos,training-a,True
69,a00069.png,Scan_101_digit_2_num_4.png,101,2,BHDDB,Buet_Broncos,training-a,True
70,a00070.png,Scan_251_digit_3_num_8.png,251,3,BHDDB,Buet_Broncos,training-a,False
71,a00071.png,Scan_213_digit_2_num_8.png,213,2,BHDDB,Buet_Broncos,training-a,True
72,a00072.png,Scan_195_digit_4_num_1.png,195,4,BHDDB,Buet_Broncos,training-a,False
73,a00073.png,Scan_218_digit_5_num_1.png,218,5,BHDDB,Buet_Broncos,training-a,True
74,a00074.png,Scan_26_digit_1_num_5.png,26,1,BHDDB,Buet_Broncos,training-a,False
75,a00075.png,Scan_68_digit_2_num_0.png,68,2,BHDDB,Buet_Broncos,training-a,False
76,a00076.png,Scan_92_digit_5_num_5.png,92,5,BHDDB,Buet_Broncos,training-a,False
77,a00077.png,Scan_40_digit_4_num_8.png,40,4,BHDDB,Buet_Broncos,training-a,False
78,a00078.png,Scan_48_digit_8_num_1.png,48,8,BHDDB,Buet_Broncos,training-a,True
79,a00079.png,Scan_165_digit_0_num_2.png,165,0,BHDDB,Buet_Broncos,training-a,False
80,a00080.png,Scan_244_digit_4_num_7.png,244,4,BHDDB,Buet_Broncos,training-a,False
81,a00081.png,Scan_222_digit_7_num_5.png,222,7,BHDDB,Buet_Broncos,training-a,False
82,a00082.png,Scan_258_digit_4_num_5.png,258,4,BHDDB,Buet_Broncos,training-a,True
83,a00083.png,Scan_29_digit_8_num_0.png,29,8,BHDDB,Buet_Broncos,training-a,False
84,a00084.png,Scan_232_digit_7_num_6.png,232,7,BHDDB,Buet_Broncos,training-a,True
85,a00085.png,Scan_230_digit_8_num_2.png,230,8,BHDDB,Buet_Broncos,training-a,True
86,a00086.png,Scan_208_digit_0_num_0.png,208,0,BHDDB,Buet_Broncos,training-a,False
87,a00087.png,Scan_60_digit_5_num_3.png,60,5,BHDDB,Buet_Broncos,training-a,False
88,a00088.png,Scan_217_digit_4_num_7.png,217,4,BHDDB,Buet_Broncos,training-a,False
89,a00089.png,Scan_28_digit_0_num_4.png,28,0,BHDDB,Buet_Broncos,training-a,False
90,a00090.png,Scan_42_digit_4_num_8.png,42,4,BHDDB,Buet_Broncos,training-a,True
91,a00091.png,Scan_107_digit_3_num_6.png,107,3,BHDDB,Buet_Broncos,training-a,False
92,a00092.png,Scan_114_digit_1_num_6.png,114,1,BHDDB,Buet_Broncos,training-a,True
93,a00093.png,Scan_147_digit_2_num_5.png,147,2,BHDDB,Buet_Broncos,training-a,False
94,a00094.png,Scan_94_digit_6_num_6.png,94,6,BHDDB,Buet_Broncos,training-a,True
95,a00095.png,Scan_54_digit_6_num_4.png,54,6,BHDDB,Buet_Broncos,training-a,False
96,a00096.png,Scan_7_digit_8_num_7.png,7,8,BHDDB,Buet_Broncos,training-a,True
97,a00097.png,Scan_125_digit_5_num_0.png,125,5,BHDDB,Buet_Broncos,training-a,False
98,a00098.png,Scan_35_digit_6_num_1.png,35,6,BHDDB,Buet_Broncos,training-a,False
99,a00099.png,Scan_224_digit_1_num_5.png,224,1,BHDDB,Buet_Broncos,training-a,False
100,a00100.png,Scan_145_digit_4_num_8.png,145,4,BHDDB,Buet_Broncos,training-a,False
101,a00101.png,Scan_25_digit_6_num_0.png,25,6,BHDDB,Buet_Broncos,training-a,False
102,a00102.png,Scan_98_digit_3_num_4.png,98,3,BHDDB,Buet_Broncos,training-a,False
103,a00103.png,Scan_9_digit_3_num_4.png,9,3,BHDDB,Buet_Broncos,training-a,True
104,a00104.png,Scan_116_digit_7_num_8.png,116,7,BHDDB,Buet_Broncos,training-a,True
105,a00105.png,Scan_129_digit_8_num_3.png,129,8,BHDDB,Buet_Broncos,training-a,False
106,a00106.png,Scan_79_digit_7_num_1.png,79,7,BHDDB,Buet_Broncos,training-a,False
107,a00107.png,Scan_135_digit_7_num_3.png,135,7,BHDDB,Buet_Broncos,training-a,True
108,a00108.png,Scan_31_digit_6_num_8.png,31,6,BHDDB,Buet_Broncos,training-a,False
109,a00109.png,Scan_245_digit_4_num_6.png,245,4,BHDDB,Buet_Broncos,training-a,True
110,a00110.png,Scan_49_digit_3_num_2.png,49,3,BHDDB,Buet_Broncos,training-a,False
111,a00111.png,Scan_61_digit_2_num_1.png,61,2,BHDDB,Buet_Broncos,training-a,True
112,a00112.png,Scan_237_digit_9_num_8.png,237,9,BHDDB,Buet_Broncos,training-a,True
113,a00113.png,Scan_205_digit_8_num_1.png,205,8,BHDDB,Buet_Broncos,training-a,False
114,a00114.png,Scan_208_digit_8_num_5.png,208,8,BHDDB,Buet_Broncos,training-a,True
115,a00115.png,Scan_128_digit_8_num_8.png,128,8,BHDDB,Buet_Broncos,training-a,True
116,a00116.png,Scan_92_digit_1_num_7.png,92,1,BHDDB,Buet_Broncos,training-a,False
117,a00117.png,Scan_86_digit_6_num_5.png,86,6,BHDDB,Buet_Broncos,training-a,True
118,a00118.png,Scan_87_digit_8_num_8.png,87,8,BHDDB,Buet_Broncos,training-a,False
119,a00119.png,Scan_34_digit_9_num_0.png,34,9,BHDDB,Buet_Broncos,training-a,False
120,a00120.png,Scan_171_digit_7_num_3.png,171,7,BHDDB,Buet_Broncos,training-a,False
121,a00121.png,Scan_102_digit_9_num_3.png,102,9,BHDDB,Buet_Broncos,training-a,False
122,a00122.png,Scan_210_digit_8_num_5.png,210,8,BHDDB,Buet_Broncos,training-a,True
123,a00123.png,Scan_63_digit_2_num_2.png,63,2,BHDDB,Buet_Broncos,training-a,True
124,a00124.png,Scan_235_digit_8_num_1.png,235,8,BHDDB,Buet_Broncos,training-a,False
125,a00125.png,Scan_217_digit_1_num_4.png,217,1,BHDDB,Buet_Broncos,training-a,False
126,a00126.png,Scan_0_digit_9_num_0.png,0,9,BHDDB,Buet_Broncos,training-a,False
127,a00127.png,Scan_34_digit_0_num_5.png,34,0,BHDDB,Buet_Broncos,training-a,False
128,a00128.png,Scan_19_digit_5_num_2.png,19,5,BHDDB,Buet_Broncos,training-a,True
129,a00129.png,Scan_256_digit_6_num_4.png,256,6,BHDDB,Buet_Broncos,training-a,False
130,a00130.png,Scan_8_digit_6_num_6.png,8,6,BHDDB,Buet_Broncos,training-a,False
131,a00131.png,Scan_234_digit_0_num_8.png,234,0,BHDDB,Buet_Broncos,training-a,True
132,a00132.png,Scan_220_digit_6_num_0.png,220,6,BHDDB,Buet_Broncos,training-a,False
133,a00133.png,Scan_233_digit_4_num_5.png,233,4,BHDDB,Buet_Broncos,training-a,False
134,a00134.png,Scan_118_digit_3_num_2.png,118,3,BHDDB,Buet_Broncos,training-a,False
135,a00135.png,Scan_238_digit_3_num_6.png,238,3,BHDDB,Buet_Broncos,training-a,False
136,a00136.png,Scan_7_digit_9_num_3.png,7,9,BHDDB,Buet_Broncos,training-a,False
137,a00137.png,Scan_75_digit_1_num_2.png,75,1,BHDDB,Buet_Broncos,training-a,False
138,a00138.png,Scan_228_digit_5_num_4.png,228,5,BHDDB,Buet_Broncos,training-a,False
139,a00139.png,Scan_90_digit_4_num_6.png,90,4,BHDDB,Buet_Broncos,training-a,False
140,a00140.png,Scan_166_digit_5_num_7.png,166,5,BHDDB,Buet_Broncos,training-a,False
141,a00141.png,Scan_98_digit_3_num_6.png,98,3,BHDDB,Buet_Broncos,training-a,False
142,a00142.png,Scan_156_digit_2_num_3.png,156,2,BHDDB,Buet_Broncos,training-a,False
143,a00143.png,Scan_83_digit_5_num_1.png,83,5,BHDDB,Buet_Broncos,training-a,False
144,a00144.png,Scan_148_digit_3_num_4.png,148,3,BHDDB,Buet_Broncos,training-a,True
145,a00145.png,Scan_49_digit_7_num_1.png,49,7,BHDDB,Buet_Broncos,training-a,True
146,a00146.png,Scan_241_digit_2_num_6.png,241,2,BHDDB,Buet_Broncos,training-a,False
147,a00147.png,Scan_153_digit_8_num_1.png,153,8,BHDDB,Buet_Broncos,training-a,False
148,a00148.png,Scan_120_digit_0_num_3.png,120,0,BHDDB,Buet_Broncos,training-a,False
149,a00149.png,Scan_60_digit_3_num_8.png,60,3,BHDDB,Buet_Broncos,training-a,False
150,a00150.png,Scan_8_digit_7_num_7.png,8,7,BHDDB,Buet_Broncos,training-a,True
151,a00151.png,Scan_27_digit_8_num_3.png,27,8,BHDDB,Buet_Broncos,training-a,True
152,a00152.png,Scan_81_digit_2_num_3.png,81,2,BHDDB,Buet_Broncos,training-a,True
153,a00153.png,Scan_110_digit_0_num_7.png,110,0,BHDDB,Buet_Broncos,training-a,True
154,a00154.png,Scan_174_digit_0_num_2.png,174,0,BHDDB,Buet_Broncos,training-a,False
155,a00155.png,Scan_28_digit_8_num_5.png,28,8,BHDDB,Buet_Broncos,training-a,False
156,a00156.png,Scan_149_digit_9_num_5.png,149,9,BHDDB,Buet_Broncos,training-a,True
157,a00157.png,Scan_106_digit_8_num_2.png,106,8,BHDDB,Buet_Broncos,training-a,True
158,a00158.png,Scan_247_digit_1_num_7.png,247,1,BHDDB,Buet_Broncos,training-a,False
159,a00159.png,Scan_136_digit_3_num_1.png,136,3,BHDDB,Buet_Broncos,training-a,False
160,a00160.png,Scan_101_digit_0_num_1.png,101,0,BHDDB,Buet_Broncos,training-a,False
161,a00161.png,Scan_161_digit_3_num_5.png,161,3,BHDDB,Buet_Broncos,training-a,False
162,a00162.png,Scan_233_digit_9_num_6.png,233,9,BHDDB,Buet_Broncos,training-a,False
163,a00163.png,Scan_147_digit_4_num_1.png,147,4,BHDDB,Buet_Broncos,training-a,True
164,a00164.png,Scan_145_digit_3_num_5.png,145,3,BHDDB,Buet_Broncos,training-a,False
165,a00165.png,Scan_218_digit_5_num_7.png,218,5,BHDDB,Buet_Broncos,training-a,False
166,a00166.png,Scan_107_digit_9_num_5.png,107,9,BHDDB,Buet_Broncos,training-a,True
167,a00167.png,Scan_162_digit_9_num_3.png,162,9,BHDDB,Buet_Broncos,training-a,False
168,a00168.png,Scan_48_digit_9_num_4.png,48,9,BHDDB,Buet_Broncos,training-a,True
169,a00169.png,Scan_137_digit_4_num_0.png,137,4,BHDDB,Buet_Broncos,training-a,True
170,a00170.png,Scan_150_digit_1_num_2.png,150,1,BHDDB,Buet_Broncos,training-a,True
171,a00171.png,Scan_191_digit_4_num_5.png,191,4,BHDDB,Buet_Broncos,training-a,False
172,a00172.png,Scan_159_digit_0_num_6.png,159,0,BHDDB,Buet_Broncos,training-a,True
173,a00173.png,Scan_177_digit_1_num_7.png,177,1,BHDDB,Buet_Broncos,training-a,True
174,a00174.png,Scan_54_digit_4_num_1.png,54,4,BHDDB,Buet_Broncos,training-a,False
175,a00175.png,Scan_5_digit_9_num_1.png,5,9,BHDDB,Buet_Broncos,training-a,False
176,a00176.png,Scan_216_digit_8_num_3.png,216,8,BHDDB,Buet_Broncos,training-a,True
177,a00177.png,Scan_256_digit_8_num_2.png,256,8,BHDDB,Buet_Broncos,training-a,True
178,a00178.png,Scan_194_digit_4_num_1.png,194,4,BHDDB,Buet_Broncos,training-a,True
179,a00179.png,Scan_61_digit_6_num_0.png,61,6,BHDDB,Buet_Broncos,training-a,True
180,a00180.png,Scan_138_digit_1_num_1.png,138,1,BHDDB,Buet_Broncos,training-a,True
181,a00181.png,Scan_84_digit_3_num_6.png,84,3,BHDDB,Buet_Broncos,training-a,False
182,a00182.png,Scan_142_digit_8_num_3.png,142,8,BHDDB,Buet_Broncos,training-a,True
183,a00183.png,Scan_37_digit_3_num_2.png,37,3,BHDDB,Buet_Broncos,training-a,False
184,a00184.png,Scan_106_digit_3_num_7.png,106,3,BHDDB,Buet_Broncos,training-a,True
185,a00185.png,Scan_77_digit_2_num_6.png,77,2,BHDDB,Buet_Broncos,training-a,False
186,a00186.png,Scan_61_digit_0_num_5.png,61,0,BHDDB,Buet_Broncos,training-a,False
187,a00187.png,Scan_71_digit_2_num_8.png,71,2,BHDDB,Buet_Broncos,training-a,False
188,a00188.png,Scan_224_digit_6_num_5.png,224,6,BHDDB,Buet_Broncos,training-a,False
189,a00189.png,Scan_215_digit_6_num_7.png,215,6,BHDDB,Buet_Broncos,training-a,False
190,a00190.png,Scan_39_digit_1_num_4.png,39,1,BHDDB,Buet_Broncos,training-a,True
191,a00191.png,Scan_46_digit_5_num_6.png,46,5,BHDDB,Buet_Broncos,training-a,True
192,a00192.png,Scan_183_digit_0_num_1.png,183,0,BHDDB,Buet_Broncos,training-a,False
193,a00193.png,Scan_127_digit_1_num_8.png,127,1,BHDDB,Buet_Broncos,training-a,False
194,a00194.png,Scan_70_digit_3_num_3.png,70,3,BHDDB,Buet_Broncos,training-a,False
195,a00195.png,Scan_192_digit_9_num_7.png,192,9,BHDDB,Buet_Broncos,training-a,False
196,a00196.png,Scan_14_digit_6_num_1.png,14,6,BHDDB,Buet_Broncos,training-a,True
197,a00197.png,Scan_88_digit_2_num_1.png,88,2,BHDDB,Buet_Broncos,training-a,True
198,a00198.png,Scan_251_digit_0_num_2.png,251,0,BHDDB,Buet_Broncos,training-a,True
199,a00199.png,Scan_54_digit_5_num_4.png,54,5,BHDDB,Buet_Broncos,training-a,False
200,a00200.png,Scan_13_digit_1_num_6.png,13,1,BHDDB,Buet_Broncos,training-a,True
201,a00201.png,Scan_195_digit_5_num_7.png,195,5,BHDDB,Buet_Broncos,training-a,False
202,a00202.png,Scan_60_digit_1_num_2.png,60,1,BHDDB,Buet_Broncos,training-a,False
203,a00203.png,Scan_118_digit_9_num_0.png,118,9,BHDDB,Buet_Broncos,training-a,True
204,a00204.png,Scan_159_digit_8_num_3.png,159,8,BHDDB,Buet_Broncos,training-a,False
205,a00205.png,Scan_218_digit_8_num_8.png,218,8,BHDDB,Buet_Broncos,training-a,True
206,a00206.png,Scan_218_digit_0_num_7.png,218,0,BHDDB,Buet_Broncos,training-a,False
207,a00207.png,Scan_111_digit_0_num_4.png,111,0,BHDDB,Buet_Broncos,training-a,True
208,a00208.png,Scan_172_digit_7_num_3.png,172,7,BHDDB,Buet_Broncos,training-a,False
209,a00209.png,Scan_56_digit_7_num_2.png,56,7,BHDDB,Buet_Broncos,training-a,True
210,a00210.png,Scan_141_digit_0_num_1.png,141,0,BHDDB,Buet_Broncos,training-a,False
211,a00211.png,Scan_151_digit_1_num_0.png,151,1,BHDDB,Buet_Broncos,training-a,True
212,a00212.png,Scan_94_digit_6_num_1.png,94,6,BHDDB,Buet_Broncos,training-a,True
213,a00213.png,Scan_50_digit_9_num_4.png,50,9,BHDDB,Buet_Broncos,training-a,True
214,a00214.png,Scan_75_digit_7_num_7.png,75,7,BHDDB,Buet_Broncos,training-a,False
215,a00215.png,Scan_189_digit_8_num_3.png,189,8,BHDDB,Buet_Broncos,training-a,True
216,a00216.png,Scan_11_digit_9_num_7.png,11,9,BHDDB,Buet_Broncos,training-a,False
217,a00217.png,Scan_44_digit_3_num_2.png,44,3,BHDDB,Buet_Broncos,training-a,True
218,a00218.png,Scan_102_digit_4_num_1.png,102,4,BHDDB,Buet_Broncos,training-a,False
219,a00219.png,Scan_185_digit_5_num_1.png,185,5,BHDDB,Buet_Broncos,training-a,False
220,a00220.png,Scan_70_digit_9_num_8.png,70,9,BHDDB,Buet_Broncos,training-a,True
221,a00221.png,Scan_41_digit_3_num_7.png,41,3,BHDDB,Buet_Broncos,training-a,False
222,a00222.png,Scan_82_digit_3_num_1.png,82,3,BHDDB,Buet_Broncos,training-a,True
223,a00223.png,Scan_229_digit_4_num_1.png,229,4,BHDDB,Buet_Broncos,training-a,True
224,a00224.png,Scan_63_digit_9_num_6.png,63,9,BHDDB,Buet_Broncos,training-a,True
225,a00225.png,Scan_35_digit_0_num_0.png,35,0,BHDDB,Buet_Broncos,training-a,False
226,a00226.png,Scan_31_digit_8_num_7.png,31,8,BHDDB,Buet_Broncos,training-a,False
227,a00227.png,Scan_188_digit_1_num_6.png,188,1,BHDDB,Buet_Broncos,training-a,False
228,a00228.png,Scan_106_digit_5_num_6.png,106,5,BHDDB,Buet_Broncos,training-a,False
229,a00229.png,Scan_83_digit_7_num_0.png,83,7,BHDDB,Buet_Broncos,training-a,False
230,a00230.png,Scan_75_digit_3_num_1.png,75,3,BHDDB,Buet_Broncos,training-a,False
231,a00231.png,Scan_197_digit_5_num_1.png,197,5,BHDDB,Buet_Broncos,training-a,False
232,a00232.png,Scan_205_digit_8_num_6.png,205,8,BHDDB,Buet_Broncos,training-a,False
233,a00233.png,Scan_12_digit_4_num_1.png,12,4,BHDDB,Buet_Broncos,training-a,False
234,a00234.png,Scan_11_digit_1_num_8.png,11,1,BHDDB,Buet_Broncos,training-a,True
235,a00235.png,Scan_231_digit_9_num_5.png,231,9,BHDDB,Buet_Broncos,training-a,False
236,a00236.png,Scan_234_digit_6_num_0.png,234,6,BHDDB,Buet_Broncos,training-a,False
237,a00237.png,Scan_79_digit_9_num_2.png,79,9,BHDDB,Buet_Broncos,training-a,True
238,a00238.png,Scan_252_digit_4_num_1.png,252,4,BHDDB,Buet_Broncos,training-a,False
239,a00239.png,Scan_161_digit_8_num_3.png,161,8,BHDDB,Buet_Broncos,training-a,False
240,a00240.png,Scan_109_digit_7_num_7.png,109,7,BHDDB,Buet_Broncos,training-a,True
241,a00241.png,Scan_221_digit_1_num_1.png,221,1,BHDDB,Buet_Broncos,training-a,True
242,a00242.png,Scan_132_digit_7_num_3.png,132,7,BHDDB,Buet_Broncos,training-a,False
243,a00243.png,Scan_22_digit_4_num_3.png,22,4,BHDDB,Buet_Broncos,training-a,True
244,a00244.png,Scan_165_digit_1_num_8.png,165,1,BHDDB,Buet_Broncos,training-a,False
245,a00245.png,Scan_6_digit_0_num_8.png,6,0,BHDDB,Buet_Broncos,training-a,True
246,a00246.png,Scan_222_digit_6_num_4.png,222,6,BHDDB,Buet_Broncos,training-a,False
247,a00247.png,Scan_147_digit_6_num_2.png,147,6,BHDDB,Buet_Broncos,training-a,True
248,a00248.png,Scan_151_digit_9_num_3.png,151,9,BHDDB,Buet_Broncos,training-a,False
249,a00249.png,Scan_164_digit_4_num_8.png,164,4,BHDDB,Buet_Broncos,training-a,True
250,a00250.png,Scan_197_digit_8_num_5.png,197,8,BHDDB,Buet_Broncos,training-a,False
251,a00251.png,Scan_118_digit_6_num_6.png,118,6,BHDDB,Buet_Broncos,training-a,False
252,a00252.png,Scan_128_digit_9_num_4.png,128,9,BHDDB,Buet_Broncos,training-a,True
253,a00253.png,Scan_82_digit_6_num_5.png,82,6,BHDDB,Buet_Broncos,training-a,False
254,a00254.png,Scan_251_digit_1_num_8.png,251,1,BHDDB,Buet_Broncos,training-a,False
255,a00255.png,Scan_257_digit_3_num_6.png,257,3,BHDDB,Buet_Broncos,training-a,True
256,a00256.png,Scan_191_digit_1_num_5.png,191,1,BHDDB,Buet_Broncos,training-a,True
257,a00257.png,Scan_191_digit_6_num_4.png,191,6,BHDDB,Buet_Broncos,training-a,False
258,a00258.png,Scan_36_digit_3_num_3.png,36,3,BHDDB,Buet_Broncos,training-a,True
259,a00259.png,Scan_74_digit_9_num_0.png,74,9,BHDDB,Buet_Broncos,training-a,False
260,a00260.png,Scan_98_digit_7_num_6.png,98,7,BHDDB,Buet_Broncos,training-a,True
261,a00261.png,Scan_125_digit_9_num_2.png,125,9,BHDDB,Buet_Broncos,training-a,True
262,a00262.png,Scan_137_digit_8_num_1.png,137,8,BHDDB,Buet_Broncos,training-a,True
263,a00263.png,Scan_243_digit_1_num_4.png,243,1,BHDDB,Buet_Broncos,training-a,False
264,a00264.png,Scan_31_digit_3_num_0.png,31,3,BHDDB,Buet_Broncos,training-a,False
265,a00265.png,Scan_172_digit_8_num_6.png,172,8,BHDDB,Buet_Broncos,training-a,True
266,a00266.png,Scan_130_digit_3_num_4.png,130,3,BHDDB,Buet_Broncos,training-a,False
267,a00267.png,Scan_105_digit_7_num_6.png,105,7,BHDDB,Buet_Broncos,training-a,True
268,a00268.png,Scan_84_digit_9_num_1.png,84,9,BHDDB,Buet_Broncos,training-a,False
269,a00269.png,Scan_66_digit_9_num_5.png,66,9,BHDDB,Buet_Broncos,training-a,False
270,a00270.png,Scan_174_digit_7_num_2.png,174,7,BHDDB,Buet_Broncos,training-a,False
271,a00271.png,Scan_84_digit_0_num_1.png,84,0,BHDDB,Buet_Broncos,training-a,False
272,a00272.png,Scan_107_digit_9_num_7.png,107,9,BHDDB,Buet_Broncos,training-a,False
273,a00273.png,Scan_231_digit_1_num_8.png,231,1,BHDDB,Buet_Broncos,training-a,False
274,a00274.png,Scan_12_digit_9_num_5.png,12,9,BHDDB,Buet_Broncos,training-a,True
275,a00275.png,Scan_122_digit_2_num_1.png,122,2,BHDDB,Buet_Broncos,training-a,False
276,a00276.png,Scan_71_digit_8_num_7.png,71,8,BHDDB,Buet_Broncos,training-a,False
277,a00277.png,Scan_221_digit_2_num_7.png,221,2,BHDDB,Buet_Broncos,training-a,True
